Time [s],DIO1,DIO2,DIO3,DIO4,DIO5,DIO6,DIO7,DIO8,SRQ,NDAC,ATN,NRFD,DAV,EOI
4.078674187,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.078674250,1,1,1,1,1,0,0,0,0,0,0,0,0,0
4.078674312,1,0,1,1,1,0,0,0,0,0,0,0,0,0
4.078674375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.078678625,1,0,0,1,1,0,0,0,0,0,0,0,0,0
4.078678688,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.078679937,1,1,1,1,1,0,0,0,0,0,0,0,0,0
4.078680000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.078680313,1,0,0,0,1,0,0,0,0,0,0,0,0,0
4.078680375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.078681063,1,0,0,0,1,0,0,0,0,0,0,0,0,0
4.078681125,1,0,1,1,1,0,0,0,0,0,0,0,0,0
4.078681187,1,1,1,1,1,0,0,0,0,0,0,0,0,0
4.078681375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.078681875,1,0,0,1,1,0,0,0,0,0,0,0,0,0
4.078681937,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.078694438,1,1,1,1,1,0,0,0,0,0,0,0,0,0
4.078694500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.078695687,1,1,1,1,1,0,0,0,0,0,0,0,0,0
4.078695813,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4.078695875,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.078710187,1,0,0,0,1,0,0,0,0,0,0,0,0,0
4.078710313,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.078711500,1,1,1,1,1,0,0,0,0,0,0,0,0,0
4.078711625,1,1,0,0,1,0,0,0,0,0,0,0,0,0
4.078711688,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.078711937,1,0,0,0,1,0,0,0,0,0,0,0,0,0
4.078712063,0,0,0,0,0,0,0,0,0,0,0,0,0,0
